title,company,description,requirements,salary,location,email,has_company_logo,has_questions,telecommuting,fraudulent
Solutions Architect,Wipro Limited,"Exciting opportunity for a Solutions Architect at Wipro Limited. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","5+ years of experience in C++, Linux, Embedded Systems. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$143,000/year","New York, NY",careers@wipro.com,1,0,0,0
Data Scientist,Accenture,"Exciting opportunity for a Data Scientist at Accenture. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in Python, TensorFlow, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$148,000/year","Berlin, Germany",careers@accenture.com,1,1,0,0
DevOps Engineer,Intel Corporation,"Intel Corporation is seeking a talented DevOps Engineer for our Chicago, IL office. The ideal candidate will have experience in Go, Docker, Kubernetes. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Go, Docker, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$96,000/year","Chicago, IL",careers@intel.com,1,1,0,0
QA Engineer,Adobe Systems,"We're hiring a QA Engineer to help us build ML pipelines. This role involves optimizing system performance. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","2+ years relevant experience. Knowledge of Swift, iOS, Core Data. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$87,000/year","Pune, India",careers@adobe.com,1,0,0,0
Business Analyst,Oracle Corporation,"Exciting opportunity for a Business Analyst at Oracle Corporation. Work on cutting-edge mobile applications with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","2+ years relevant experience. Knowledge of Ruby on Rails, Redis, PostgreSQL. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$124,000/year","New York, NY",careers@oracle.com,1,1,0,0
Full Stack Developer,Salesforce Inc,"We're hiring a Full Stack Developer to help us build data platform. This role involves designing and implementing scalable systems. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in Python, TensorFlow, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$123,000/year","Pune, India",careers@salesforce.com,1,1,0,0
Data Scientist,IBM Corporation,"IBM Corporation is seeking a talented Data Scientist for our Toronto, Canada office. The ideal candidate will have experience in Java, Spring Boot, AWS. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Java, Spring Boot, AWS. Leadership experience preferred. Strong written and verbal communication.","$145,000/year","Toronto, Canada",careers@ibm.com,1,1,0,0
Database Administrator,Accenture,"Accenture is seeking a talented Database Administrator for our Singapore office. The ideal candidate will have experience in Kotlin, Android, Firebase. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","3+ years professional experience. Proficiency in Kotlin, Android, Firebase. Excellent communication skills. Experience with agile methodologies.","$129,000/year",Singapore,careers@accenture.com,1,1,0,0
DevOps Engineer,Adobe Systems,"Adobe Systems is seeking a talented DevOps Engineer for our Bangalore, India office. The ideal candidate will have experience in Kotlin, Android, Firebase. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Kotlin, Android, Firebase. Leadership experience preferred. Strong written and verbal communication.","$91,000/year","Bangalore, India",careers@adobe.com,1,0,0,0
Product Manager,Adobe Systems,"We're hiring a Product Manager to help us build scalable microservices. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Kotlin, Android, Firebase. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$113,000/year","Berlin, Germany",careers@adobe.com,1,1,0,0
Technical Lead,TCS,"Join our growing engineering team as a Technical Lead. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in Go, Docker, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$90,000/year","Hybrid - San Jose, CA",careers@tcs.com,1,0,0,0
UX Designer,Oracle Corporation,"Join our growing engineering team as a UX Designer. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Java, Spring Boot, AWS. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$147,000/year","London, UK",careers@oracle.com,1,0,0,0
Solutions Architect,HCL Technologies,"Exciting opportunity for a Solutions Architect at HCL Technologies. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Scala, Apache Spark, Hadoop. Excellent communication skills. Experience with agile methodologies.","$126,000/year","Chicago, IL",careers@hcl.com,1,1,0,0
Product Manager,HCL Technologies,"HCL Technologies is seeking a talented Product Manager for our Seattle, WA office. The ideal candidate will have experience in Python, TensorFlow, Kubernetes. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Python, TensorFlow, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$113,000/year","Seattle, WA",careers@hcl.com,1,0,0,0
Senior Software Engineer,Microsoft Corporation,"Exciting opportunity for a Senior Software Engineer at Microsoft Corporation. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in Java, Spring Boot, AWS. Strong analytical and problem-solving abilities. Team player.","$181,000/year","Mumbai, India",careers@microsoft.com,1,0,0,0
Mobile Developer,Intel Corporation,"We are looking for an experienced Mobile Developer to join our product team. You will work on scalable microservices using React, TypeScript, Node.js. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","3+ years professional experience. Proficiency in React, TypeScript, Node.js. Excellent communication skills. Experience with agile methodologies.","$82,000/year","San Francisco, CA",careers@intel.com,1,0,0,0
Data Scientist,Accenture,"Exciting opportunity for a Data Scientist at Accenture. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","7+ years of industry experience. Expert knowledge of Python, Django, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$166,000/year","Pune, India",careers@accenture.com,1,1,0,0
Solutions Architect,Tech Mahindra,"Join our growing engineering team as a Solutions Architect. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Java, Spring Boot, AWS. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$71,000/year","New York, NY",careers@tech.com,1,1,0,0
Systems Administrator,Oracle Corporation,"We're hiring a Systems Administrator to help us build data platform. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","7+ years of industry experience. Expert knowledge of React, TypeScript, Node.js. Leadership experience preferred. Strong written and verbal communication.","$82,000/year","Hybrid - San Jose, CA",careers@oracle.com,1,1,0,0
Mobile Developer,Oracle Corporation,"We're hiring a Mobile Developer to help us build cloud infrastructure. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in Go, Docker, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$179,000/year","Mumbai, India",careers@oracle.com,1,1,0,0
Data Scientist,Spotify Technology,"We're hiring a Data Scientist to help us build mobile applications. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Java, Spring Boot, AWS. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$196,000/year","Bangalore, India",careers@spotify.com,1,1,0,0
Senior Software Engineer,Microsoft Corporation,"Join our growing engineering team as a Senior Software Engineer. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of React, TypeScript, Node.js. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$63,000/year","Austin, TX",careers@microsoft.com,1,0,0,0
Backend Developer,HCL Technologies,"Join our growing engineering team as a Backend Developer. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Python, TensorFlow, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$148,000/year","Seattle, WA",careers@hcl.com,1,1,0,0
Technical Lead,Adobe Systems,"Join our growing engineering team as a Technical Lead. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$99,000/year","London, UK",careers@adobe.com,1,0,0,0
Product Manager,Intel Corporation,"Join our growing engineering team as a Product Manager. You'll be responsible for building ML models for production and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Swift, iOS, Core Data. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$137,000/year","New York, NY",careers@intel.com,1,1,0,0
Security Analyst,Microsoft Corporation,"Join our growing engineering team as a Security Analyst. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$69,000/year",Singapore,careers@microsoft.com,1,1,0,0
Product Manager,Wipro Limited,"Join our growing engineering team as a Product Manager. You'll be responsible for building ML models for production and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in React, TypeScript, Node.js. Excellent communication skills. Experience with agile methodologies.","$64,000/year","Mumbai, India",careers@wipro.com,1,1,0,0
Solutions Architect,Amazon Web Services,"We are looking for an experienced Solutions Architect to join our data team. You will work on ML pipelines using C++, Linux, Embedded Systems. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","2+ years relevant experience. Knowledge of C++, Linux, Embedded Systems. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$131,000/year","Bangalore, India",careers@amazon.com,1,0,0,0
Business Analyst,Cisco Systems,"We are looking for an experienced Business Analyst to join our data team. You will work on scalable microservices using Swift, iOS, Core Data. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","5+ years of experience in Swift, iOS, Core Data. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$157,000/year","Bangalore, India",careers@cisco.com,1,0,0,0
Machine Learning Engineer,Infosys Limited,"We're hiring a Machine Learning Engineer to help us build mobile applications. This role involves optimizing system performance. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$134,000/year","Seattle, WA",careers@infosys.com,1,0,0,0
Project Manager,Infosys Limited,"We are looking for an experienced Project Manager to join our cloud team. You will work on scalable microservices using Go, Docker, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","2+ years relevant experience. Knowledge of Go, Docker, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$175,000/year","Berlin, Germany",careers@infosys.com,1,1,0,0
Project Manager,Infosys Limited,"Join our growing engineering team as a Project Manager. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in Go, Docker, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$172,000/year",Remote,careers@infosys.com,1,1,1,0
Site Reliability Engineer,Intel Corporation,"Exciting opportunity for a Site Reliability Engineer at Intel Corporation. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Java, Spring Boot, AWS. Excellent communication skills. Experience with agile methodologies.","$156,000/year","Seattle, WA",careers@intel.com,1,1,0,0
Machine Learning Engineer,Cisco Systems,"We are looking for an experienced Machine Learning Engineer to join our security team. You will work on mobile applications using Go, Docker, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Go, Docker, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$96,000/year",Remote,careers@cisco.com,1,0,1,0
Database Administrator,Accenture,"We are looking for an experienced Database Administrator to join our product team. You will work on scalable microservices using Python, TensorFlow, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","3+ years professional experience. Proficiency in Python, TensorFlow, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$126,000/year","Austin, TX",careers@accenture.com,1,1,0,0
Online Survey Worker,,URGENT: Hiring now! No skills required. Earn $10000/month. Contact via personal email. No company website.,,,,jobs@gmail.com,0,0,0,1
Senior Software Engineer,IBM Corporation,"We are looking for an experienced Senior Software Engineer to join our cloud team. You will work on data platform using Python, Django, PostgreSQL. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","3+ years professional experience. Proficiency in Python, Django, PostgreSQL. Excellent communication skills. Experience with agile methodologies.","$195,000/year",Remote,careers@ibm.com,1,0,1,0
Online Survey Worker,,Work from home opportunity. Externship program. Unlimited income. Apply now via Telegram. Fee required.,No experience needed.,$5000/week,Anywhere,jobs@gmail.com,0,0,1,1
Systems Administrator,Accenture,"Accenture is seeking a talented Systems Administrator for our Singapore office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","5+ years of experience in Scala, Apache Spark, Hadoop. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$73,000/year",Singapore,careers@accenture.com,1,1,0,0
Senior Software Engineer,TCS,"We're hiring a Senior Software Engineer to help us build scalable microservices. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","Bachelor's or Master's degree required. 4+ years in Ruby on Rails, Redis, PostgreSQL. Strong analytical and problem-solving abilities. Team player.","$174,000/year","Chicago, IL",careers@tcs.com,1,0,0,0
QA Engineer,Apple Inc,"We're hiring a QA Engineer to help us build cloud infrastructure. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in React, TypeScript, Node.js. Excellent communication skills. Experience with agile methodologies.","$67,000/year","Seattle, WA",careers@apple.com,1,0,0,0
Business Analyst,Netflix Inc,"We are looking for an experienced Business Analyst to join our platform team. You will work on mobile applications using Python, Django, PostgreSQL. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","5+ years of experience in Python, Django, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$190,000/year","New York, NY",careers@netflix.com,1,1,0,0
Security Analyst,Apple Inc,"Exciting opportunity for a Security Analyst at Apple Inc. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","7+ years of industry experience. Expert knowledge of Java, Spring Boot, AWS. Leadership experience preferred. Strong written and verbal communication.","$80,000/year","Pune, India",careers@apple.com,1,0,0,0
Solutions Architect,Wipro Limited,"We're hiring a Solutions Architect to help us build ML pipelines. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","2+ years relevant experience. Knowledge of React, TypeScript, Node.js. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$91,000/year","Mumbai, India",careers@wipro.com,1,1,0,0
Frontend Engineer,Amazon Web Services,"Amazon Web Services is seeking a talented Frontend Engineer for our Pune, India office. The ideal candidate will have experience in Python, TensorFlow, Kubernetes. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Python, TensorFlow, Kubernetes. Leadership experience preferred. Strong written and verbal communication.","$134,000/year","Pune, India",careers@amazon.com,1,1,0,0
Systems Administrator,HCL Technologies,"HCL Technologies is seeking a talented Systems Administrator for our New York, NY office. The ideal candidate will have experience in Ruby on Rails, Redis, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Ruby on Rails, Redis, PostgreSQL. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$66,000/year","New York, NY",careers@hcl.com,1,1,0,0
QA Engineer,Cognizant,"Exciting opportunity for a QA Engineer at Cognizant. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in Ruby on Rails, Redis, PostgreSQL. Strong analytical and problem-solving abilities. Team player.","$150,000/year","London, UK",careers@cognizant.com,1,1,0,0
DevOps Engineer,HCL Technologies,"Join our growing engineering team as a DevOps Engineer. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Swift, iOS, Core Data. Leadership experience preferred. Strong written and verbal communication.","$74,000/year","Austin, TX",careers@hcl.com,1,1,0,0
Systems Administrator,Spotify Technology,"Exciting opportunity for a Systems Administrator at Spotify Technology. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Go, Docker, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$101,000/year",Singapore,careers@spotify.com,1,1,0,0
Senior Software Engineer,Tech Mahindra,"We are looking for an experienced Senior Software Engineer to join our infrastructure team. You will work on cloud infrastructure using Swift, iOS, Core Data. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Swift, iOS, Core Data. Strong analytical and problem-solving abilities. Team player.","$107,000/year","Hyderabad, India",careers@tech.com,1,1,0,0
Systems Administrator,Infosys Limited,"We're hiring a Systems Administrator to help us build ML pipelines. This role involves designing and implementing scalable systems. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","Bachelor's or Master's degree required. 4+ years in Java, Spring Boot, AWS. Strong analytical and problem-solving abilities. Team player.","$134,000/year","New York, NY",careers@infosys.com,1,1,0,0
Project Manager,IBM Corporation,"Exciting opportunity for a Project Manager at IBM Corporation. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","7+ years of industry experience. Expert knowledge of Python, TensorFlow, Kubernetes. Leadership experience preferred. Strong written and verbal communication.","$98,000/year","San Francisco, CA",careers@ibm.com,1,0,0,0
Security Analyst,Salesforce Inc,"Salesforce Inc is seeking a talented Security Analyst for our Remote office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Scala, Apache Spark, Hadoop. Leadership experience preferred. Strong written and verbal communication.","$178,000/year",Remote,careers@salesforce.com,1,0,1,0
DevOps Engineer,Tech Mahindra,"Join our growing engineering team as a DevOps Engineer. You'll be responsible for building ML models for production and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in React, TypeScript, Node.js. Excellent communication skills. Experience with agile methodologies.","$101,000/year",Singapore,careers@tech.com,1,1,0,0
Full Stack Developer,IBM Corporation,"IBM Corporation is seeking a talented Full Stack Developer for our Pune, India office. The ideal candidate will have experience in Kotlin, Android, Firebase. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Kotlin, Android, Firebase. Strong analytical and problem-solving abilities. Team player.","$74,000/year","Pune, India",careers@ibm.com,1,1,0,0
UX Designer,Meta Platforms,"Meta Platforms is seeking a talented UX Designer for our Hybrid - San Jose, CA office. The ideal candidate will have experience in Ruby on Rails, Redis, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","3+ years professional experience. Proficiency in Ruby on Rails, Redis, PostgreSQL. Excellent communication skills. Experience with agile methodologies.","$62,000/year","Hybrid - San Jose, CA",careers@meta.com,1,1,0,0
Business Analyst,Meta Platforms,"Exciting opportunity for a Business Analyst at Meta Platforms. Work on cutting-edge ML pipelines with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$169,000/year","Hyderabad, India",careers@meta.com,1,1,0,0
Product Manager,Wipro Limited,"Exciting opportunity for a Product Manager at Wipro Limited. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","2+ years relevant experience. Knowledge of Python, TensorFlow, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$113,000/year","San Francisco, CA",careers@wipro.com,1,0,0,0
Solutions Architect,Netflix Inc,"We're hiring a Solutions Architect to help us build data platform. This role involves designing and implementing scalable systems. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$195,000/year","Hyderabad, India",careers@netflix.com,1,0,0,0
Frontend Engineer,Meta Platforms,"We are looking for an experienced Frontend Engineer to join our security team. You will work on scalable microservices using Go, Docker, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Go, Docker, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$169,000/year","Chicago, IL",careers@meta.com,1,1,0,0
Site Reliability Engineer,Oracle Corporation,"Join our growing engineering team as a Site Reliability Engineer. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in Kotlin, Android, Firebase. Strong analytical and problem-solving abilities. Team player.","$159,000/year","Bangalore, India",careers@oracle.com,1,1,0,0
Frontend Engineer,Cisco Systems,"We're hiring a Frontend Engineer to help us build scalable microservices. This role involves optimizing system performance. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in C++, Linux, Embedded Systems. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$60,000/year","Mumbai, India",careers@cisco.com,1,1,0,0
Database Administrator,Spotify Technology,"Join our growing engineering team as a Database Administrator. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in C++, Linux, Embedded Systems. Strong analytical and problem-solving abilities. Team player.","$183,000/year","London, UK",careers@spotify.com,1,1,0,0
Full Stack Developer,Infosys Limited,"We are looking for an experienced Full Stack Developer to join our engineering team. You will work on cloud infrastructure using Scala, Apache Spark, Hadoop. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","5+ years of experience in Scala, Apache Spark, Hadoop. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$95,000/year","Berlin, Germany",careers@infosys.com,1,0,0,0
Security Analyst,HCL Technologies,"Join our growing engineering team as a Security Analyst. You'll be responsible for building ML models for production and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Kotlin, Android, Firebase. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$67,000/year","Chicago, IL",careers@hcl.com,1,1,0,0
Product Manager,TCS,"TCS is seeking a talented Product Manager for our New York, NY office. The ideal candidate will have experience in Kotlin, Android, Firebase. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Kotlin, Android, Firebase. Strong analytical and problem-solving abilities. Team player.","$117,000/year","New York, NY",careers@tcs.com,1,0,0,0
Product Manager,IBM Corporation,"IBM Corporation is seeking a talented Product Manager for our Chicago, IL office. The ideal candidate will have experience in Python, Django, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Python, Django, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$168,000/year","Chicago, IL",careers@ibm.com,1,1,0,0
Project Manager,Salesforce Inc,"Salesforce Inc is seeking a talented Project Manager for our Chicago, IL office. The ideal candidate will have experience in Swift, iOS, Core Data. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Swift, iOS, Core Data. Leadership experience preferred. Strong written and verbal communication.","$116,000/year","Chicago, IL",careers@salesforce.com,1,0,0,0
DevOps Engineer,Google LLC,"Exciting opportunity for a DevOps Engineer at Google LLC. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$96,000/year","San Francisco, CA",careers@google.com,1,1,0,0
Copy Paste Work,,Online job opportunity. Registration fee required. Unlimited earning potential. Work anytime from anywhere.,No experience needed.,,,work@hotmail.com,0,0,0,1
Systems Administrator,Infosys Limited,"Join our growing engineering team as a Systems Administrator. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in Swift, iOS, Core Data. Excellent communication skills. Experience with agile methodologies.","$133,000/year","Chicago, IL",careers@infosys.com,1,1,0,0
QA Engineer,Salesforce Inc,"Join our growing engineering team as a QA Engineer. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in Go, Docker, Kubernetes. Excellent communication skills. Experience with agile methodologies.","$119,000/year","Hyderabad, India",careers@salesforce.com,1,1,0,0
Systems Administrator,Netflix Inc,"Join our growing engineering team as a Systems Administrator. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in C++, Linux, Embedded Systems. Strong analytical and problem-solving abilities. Team player.","$162,000/year","Chicago, IL",careers@netflix.com,1,1,0,0
Systems Administrator,Cisco Systems,"Join our growing engineering team as a Systems Administrator. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of C++, Linux, Embedded Systems. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$148,000/year","Hybrid - San Jose, CA",careers@cisco.com,1,1,0,0
Backend Developer,Intel Corporation,"Exciting opportunity for a Backend Developer at Intel Corporation. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","2+ years relevant experience. Knowledge of Scala, Apache Spark, Hadoop. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$192,000/year","Hybrid - San Jose, CA",careers@intel.com,1,1,0,0
